1.86877, 0.95398, 6.05127, 0.17725, 7.40723, 4.19763, 6.85974, 5.08008, 7.38586, 4.88501, 2.94788, 2.42969, 4.56372, 4.35071, 0.95593, 2.99988, 6.89270, 5.47070, 4.40234, 6.68652, 1.68152, 0.93140, 0.22815, 1.39709, 5.09631, 3.39856, 6.38342, 2.47864, 2.33704, 1.97876, 0.72974, 0.53748
4.38367, 7.81433, 0.86792, 7.18018, 6.88159, 5.51025, 3.83643, 4.56030, 3.98474, 5.70752, 4.26611, 3.64514, 3.05176, 1.88049, 1.79272, 3.79663, 6.32397, 3.83948, 7.22632, 6.23218, 6.38782, 3.19971, 1.36621, 3.33557, 2.70227, 3.14514, 4.59045, 0.56482, 0.71509, 4.69482, 2.30737, 6.52124
2.71460, 0.30713, 4.39844, 1.09229, 1.18616, 7.01941, 6.42554, 1.06616, 6.64600, 1.33618, 2.91187, 1.08093, 2.35071, 5.86414, 1.83569, 2.91125, 6.80298, 1.22009, 6.05200, 6.65955, 5.99121, 0.87024, 1.76904, 7.22009, 6.72498, 4.03870, 5.69092, 1.31702, 1.61060, 3.68286, 1.73999, 2.76843
0.05359, 4.81848, 7.52661, 3.92896, 7.61816, 0.85901, 5.54102, 1.70935, 4.91895, 7.72705, 1.25952, 5.66553, 4.42407, 2.34485, 0.10071, 7.49072, 6.79834, 6.83081, 6.67017, 0.09692, 7.27966, 4.63928, 7.64514, 4.43176, 2.01526, 7.40332, 4.88135, 6.12073, 2.71191, 0.44495, 7.10132, 3.28906
1.24976, 2.35718, 1.22266, 6.19324, 1.77161, 1.91455, 3.20935, 2.22791, 6.72668, 6.85913, 3.55164, 0.68176, 2.10144, 4.08911, 5.95337, 3.13208, 2.76562, 4.31653, 5.17822, 3.31128, 4.16602, 6.78308, 3.43884, 1.08081, 6.39685, 3.89258, 3.28320, 0.35229, 5.29517, 1.57520, 7.69312, 4.44812
1.03735, 6.14856, 6.59741, 4.51770, 3.80237, 7.84839, 3.11096, 7.11646, 3.62708, 4.11865, 5.08325, 5.80688, 6.54541, 3.00964, 2.64917, 2.86841, 3.67834, 7.76978, 5.70203, 1.53967, 6.15100, 5.16479, 4.98889, 6.23425, 1.71021, 2.00171, 3.62231, 5.65906, 6.64062, 2.24878, 3.98096, 3.90552
1.49158, 4.09167, 7.72302, 2.92871, 7.69836, 1.34082, 4.80786, 1.13745, 1.45447, 7.26697, 3.78967, 2.51221, 6.39380, 2.42615, 0.55725, 5.23218, 1.36389, 0.64062, 1.18494, 0.69153, 4.20569, 2.63477, 7.88159, 6.18604, 6.62769, 5.64563, 0.67041, 6.32227, 0.85010, 4.13989, 4.45007, 4.15698
1.01624, 1.18152, 6.04260, 1.25610, 3.47058, 2.62012, 4.22864, 3.48181, 4.12952, 6.89685, 0.28076, 0.09924, 2.43384, 0.30798, 6.80872, 2.54517, 3.82800, 2.82520, 5.06506, 7.91882, 7.52783, 4.48572, 4.01257, 6.21753, 1.23682, 1.64062, 6.36853, 2.17566, 5.57812, 5.24426, 4.66187, 0.49292
1.03735, 4.74023, 6.55444, 6.95801, 5.39771, 5.90784, 2.29309, 6.91772, 0.58508, 2.08130, 7.60107, 7.08057, 2.24658, 5.76392, 5.92261, 0.34131, 4.43506, 0.03955, 5.25269, 0.41589, 4.74634, 2.09253, 5.73804, 4.23193, 0.47058, 4.74451, 0.67249, 4.98792, 7.65308, 6.93884, 2.76270, 5.82825
5.06140, 4.57190, 3.30188, 3.64343, 6.39832, 5.55127, 4.13074, 5.87061, 6.80884, 3.84070, 4.99719, 7.97046, 2.60767, 0.08215, 2.66333, 5.09412, 2.68079, 5.49683, 7.30908, 6.19873, 2.50366, 5.28076, 4.72839, 7.39880, 7.74634, 2.96619, 2.66528, 0.03418, 4.59155, 1.40369, 1.59167, 0.48425
5.80090, 1.22925, 5.59570, 2.88843, 2.80115, 7.10254, 0.27869, 5.55908, 1.76575, 2.31311, 6.93213, 3.81128, 7.17773, 7.09814, 1.47351, 2.28601, 0.12390, 7.74121, 5.16455, 2.74585, 7.32703, 0.35913, 6.67383, 2.16431, 3.60901, 6.28076, 1.16687, 3.18811, 5.73047, 6.12561, 1.00293, 7.39990
3.78723, 3.53418, 5.23926, 0.57068, 4.07434, 7.70410, 2.79651, 6.41992, 7.33191, 1.27258, 6.14075, 5.76318, 4.15881, 1.91772, 0.53882, 2.80408, 7.94312, 2.19031, 1.68506, 7.46875, 4.06458, 6.12268, 6.60193, 0.70349, 5.02625, 1.97449, 7.29565, 3.27515, 7.02551, 3.88867, 3.25842, 1.70703
2.50952, 1.14001, 1.68616, 1.12146, 5.28479, 3.25598, 0.10876, 2.10120, 3.85205, 1.26843, 1.40454, 3.51172, 5.08435, 6.47327, 3.86914, 1.13660, 2.46155, 0.59497, 1.70154, 1.26794, 5.37610, 5.33801, 7.14465, 5.12195, 2.04480, 2.17676, 7.26489, 1.34998, 5.28308, 1.94788, 6.11584, 5.17114
6.41052, 7.60986, 6.23706, 0.93250, 1.40259, 0.44434, 1.43188, 1.56067, 3.90088, 2.03125, 4.01868, 5.21765, 1.48987, 4.75342, 2.17114, 4.53918, 7.24402, 3.24255, 4.75696, 1.40137, 2.63013, 3.04932, 6.63391, 1.30298, 4.07886, 7.90845, 4.64771, 7.18164, 7.93323, 7.13757, 3.64441, 7.74951
0.92200, 7.84143, 5.62378, 2.56055, 3.94421, 6.50293, 4.84448, 1.89807, 4.53674, 6.50232, 1.21265, 0.89490, 5.73694, 0.72656, 7.19177, 6.81299, 2.37549, 2.05981, 2.78516, 1.83289, 1.23889, 4.45398, 6.20496, 2.85559, 5.68237, 6.32678, 2.40417, 1.72083, 2.91321, 4.90393, 6.65991, 4.55347
1.30994, 5.31995, 0.07349, 0.75647, 2.41663, 0.99719, 7.13037, 0.16187, 3.46814, 5.92773, 0.99646, 3.39539, 5.41919, 0.79993, 4.59521, 6.42261, 5.53369, 7.68909, 2.25684, 3.49658, 3.73413, 0.30920, 4.55652, 1.84814, 7.64490, 7.82507, 0.10388, 1.31372, 6.39258, 0.08801, 2.06860, 5.71301
6.39246, 4.29712, 6.75378, 6.31165, 2.02063, 4.21118, 6.37732, 1.50049, 4.98364, 4.58545, 3.93042, 3.91492, 0.05078, 1.79504, 0.29822, 1.25415, 5.92554, 4.68237, 1.11853, 2.97021, 4.91309, 3.86023, 2.46057, 0.00708, 5.40039, 6.82056, 3.02576, 4.62097, 7.97998, 6.99536, 5.90247, 7.28503
2.50500, 7.22949, 5.08484, 1.89392, 4.66138, 3.09827, 5.98682, 6.47644, 6.87878, 7.07007, 0.71082, 6.92090, 2.87561, 1.99036, 2.43420, 6.48303, 7.71216, 3.47119, 6.18591, 3.91064, 6.11511, 2.87402, 4.30444, 2.63562, 7.58752, 0.15833, 2.71960, 5.33350, 3.88733, 6.55408, 1.67786, 5.53284
2.18042, 2.31213, 7.35510, 5.26709, 7.59827, 4.50293, 7.84338, 4.62292, 2.57922, 1.64380, 1.67969, 4.96631, 3.98462, 6.75745, 2.65320, 5.68030, 5.69287, 4.05261, 7.41492, 6.29858, 0.21802, 6.83801, 2.33923, 2.35767, 3.35425, 1.79370, 3.46802, 1.31445, 2.72998, 5.06653, 4.68445, 6.92065
7.31628, 2.00305, 3.06531, 0.96863, 0.86597, 5.34021, 2.47974, 5.67334, 0.11523, 6.28735, 7.88440, 5.16040, 2.93152, 5.40430, 4.33948, 6.51697, 5.54822, 2.72241, 4.70667, 0.85071, 1.04358, 0.42810, 3.96265, 5.45874, 3.20068, 5.57483, 4.14233, 7.07959, 1.26941, 0.18213, 1.38623, 5.81445
6.74182, 7.22168, 0.66650, 6.27319, 5.23889, 0.82117, 3.22754, 4.76685, 4.46570, 6.19019, 3.81750, 1.21423, 5.85156, 3.14941, 3.51282, 7.39294, 5.83447, 7.22168, 7.01477, 1.92090, 0.26392, 3.42273, 2.68652, 7.75708, 0.19885, 6.30237, 7.80029, 1.54846, 4.88806, 0.00159, 1.91077, 1.65723
4.08899, 6.36841, 6.24316, 6.64331, 0.70789, 5.93274, 5.89685, 5.55200, 3.65833, 2.53711, 3.23059, 4.71497, 5.85767, 5.79834, 1.09900, 6.96887, 4.74353, 2.22205, 5.05798, 5.63306, 5.14880, 7.51697, 0.15625, 3.08569, 4.74768, 6.87817, 4.15442, 3.31079, 3.89783, 6.48718, 0.00659, 5.75452
